S/N,Date,Country,Rented_Bike_Count,Hour,Temperature,Humidity,Windspeed,Visibility,Dewpoint_Temp,Solar_Radiation,Rainfall,Snowfall,Open,Hit_Sales,Region,Latitude,Longitude
766,12/31/2018,JP,179,21,-1.6,35,1,5,-15.1,0,0,low,Yes,N,South,37.56809036,128.1459111
767,12/31/2018,JP,155,22,-2.1,36,1.7,5,-15.2,0,0,low,Yes,N,South,37.2291922,127.9950382
768,12/31/2018,JP,227,23,-2.6,40,0.6,5,-14.3,0,0,low,Yes,N,South,37.01849563,127.9904019
769,1/1/2019,JP,206,0,-3.2,40,0.5,4,-14.9,0,0,low,Yes,N,South,37.54855367,127.7717221
770,1/1/2019,JP,230,1,-3.3,41,0.7,5,-14.7,0,0,low,Yes,N,South,37.22216653,127.5844177
771,1/1/2019,JP,178,2,-3.7,42,0.9,5,-14.7,0,0,low,Yes,N,South,37.77936752,128.3281223
772,1/1/2019,JP,119,3,-4,44,1,5,-14.4,0,0,low,Yes,N,South,37.44401719,127.612512
773,1/1/2019,JP,62,4,-4.2,53,1.1,4,-12.3,0,0,low,Yes,N,South,37.62955634,127.8536911
774,1/1/2019,JP,61,5,-4.4,54,0.8,4,-12.3,0,0,low,Yes,N,South,37.40439899,128.3312299
775,1/1/2019,JP,65,6,-4.5,51,1.1,5,-13.1,0,0,low,Yes,N,South,37.49694336,127.5846843
776,1/1/2019,JP,81,7,-4.7,56,1.1,5,-12.1,0,0,low,Yes,N,South,37.49195353,127.6059599
777,1/1/2019,JP,89,8,-5,55,1,5,-12.6,0,0,low,Yes,N,South,37.92780301,127.5396607
778,1/1/2019,JP,121,9,-4.3,39,0.7,4,-16.2,0.15,0,low,Yes,N,South,37.23324587,128.2319855
779,1/1/2019,JP,139,10,-1.6,32,0.8,4,-16.1,0.53,0,low,Yes,N,South,37.74929457,128.2714746
780,1/1/2019,JP,169,11,0.1,27,2.2,4,-16.7,0.84,0,low,Yes,N,South,37.63470174,128.2283134
781,1/1/2019,JP,225,12,1.5,20,2.8,4,-19,1.03,0,low,Yes,N,South,37.0897757,127.7556094
782,1/1/2019,JP,248,13,2.4,22,2.3,4,-17.2,1.1,0,low,Yes,N,South,37.27297325,127.5216578
783,1/1/2019,JP,298,14,3.7,24,2.1,4,-15,1.01,0,low,Yes,N,South,37.74909913,127.7865608
784,1/1/2019,JP,344,15,3,27,2.9,4,-14.2,0.78,0,low,Yes,N,South,37.0692019,128.1622502
785,1/1/2019,JP,310,16,3,28,2.5,4,-13.7,0.51,0,low,Yes,N,South,37.18974862,127.5585492
786,1/1/2019,JP,271,17,1.8,33,3.3,4,-12.8,0.18,0,low,Yes,N,South,37.13743388,128.480913
787,1/1/2019,JP,218,18,0.8,34,1.9,4,-13.3,0.01,0,low,Yes,N,South,37.94187647,127.9652854
788,1/1/2019,JP,125,19,-0.1,39,1.3,4,-12.4,0,0,low,Yes,N,South,37.15580758,127.9585095
789,1/1/2019,JP,206,20,-0.3,40,1.2,4,-12.2,0,0,low,Yes,N,South,37.33652195,127.5456645
790,1/1/2019,JP,203,21,-0.9,44,1.2,4,-11.6,0,0,low,Yes,N,South,37.62120616,128.2865959
791,1/1/2019,JP,168,22,-1.3,48,0.8,4,-10.9,0,0,low,Yes,N,South,37.85109209,128.0130498
792,1/1/2019,JP,154,23,-1.6,51,0.7,4,-10.4,0,0,low,Yes,N,South,37.10107417,127.9170653
793,1/2/2019,JP,148,0,-1.8,54,1.1,4,-9.8,0,0,low,Yes,N,South,37.36124866,127.8438911
794,1/2/2019,JP,108,1,-2.1,56,0.8,4,-9.7,0,0,low,Yes,N,South,37.10490649,127.8866444
795,1/2/2019,JP,69,2,-2.3,62,0.9,4,-8.6,0,0,low,Yes,N,South,37.63602667,127.5886461
796,1/2/2019,JP,41,3,-2.5,62,0.4,4,-8.7,0,0,low,Yes,N,South,37.31234667,127.764575
797,1/2/2019,JP,31,4,-2.7,67,0.5,4,-7.9,0,0,low,Yes,N,South,37.48122622,127.8337044
798,1/2/2019,JP,58,5,-3.1,67,0.6,4,-8.3,0,0,low,Yes,N,South,37.72471185,128.3420704
799,1/2/2019,JP,139,6,-3.2,67,0.4,4,-8.4,0,0,low,Yes,N,South,37.82873855,128.0747148
800,1/2/2019,JP,344,7,-3.2,69,0.5,4,-8,0,0,low,Yes,N,South,37.95114087,128.2489747
801,1/2/2019,JP,655,8,-3.4,71,0.8,3,-7.9,0,0,low,Yes,N,South,37.40641155,128.052209
802,1/2/2019,JP,315,9,-3.1,66,0.2,3,-8.5,0.12,0,low,Yes,N,South,37.58638118,127.6644666
803,1/2/2019,JP,208,10,-1.4,50,1.9,4,-10.5,0.38,0,low,Yes,N,South,37.03877193,128.2937666
804,1/2/2019,JP,269,11,-0.4,40,2.3,4,-12.3,0.66,0,low,Yes,N,South,37.90508441,127.9958758
805,1/2/2019,JP,293,12,0.9,29,1.9,4,-15.1,0.88,0,low,Yes,N,South,37.29857023,128.359734
806,1/2/2019,JP,273,13,1.5,23,3.6,4,-17.4,0.95,0,low,Yes,N,South,37.88723362,128.3122111
807,1/2/2019,JP,302,14,1.7,20,4.4,4,-18.9,0.91,0,low,Yes,N,South,37.94068194,128.2693793
808,1/2/2019,JP,295,15,1.5,22,3,4,-17.9,0.76,0,low,Yes,N,South,37.93844224,127.6783672
809,1/2/2019,JP,320,16,1.3,23,2.9,5,-17.6,0.51,0,low,Yes,N,South,37.71309928,128.4089901
810,1/2/2019,JP,373,17,0.3,27,2.6,5,-16.5,0.18,0,low,Yes,N,South,37.06039807,127.8543748
811,1/2/2019,JP,675,18,-0.8,24,2.3,5,-18.9,0.01,0,low,Yes,N,South,37.75157879,128.4040605
812,1/2/2019,JP,403,19,-1.3,28,2.4,5,-17.5,0,0,low,Yes,N,South,37.53121817,127.6986792
813,1/2/2019,JP,364,20,-1.9,26,2.2,5,-18.9,0,0,low,Yes,N,South,37.44587087,128.1880785
814,1/2/2019,JP,304,21,-2.6,28,2,5,-18.6,0,0,low,Yes,N,South,37.63443507,128.2301336
815,1/2/2019,JP,273,22,-3.4,33,2.4,5,-17.4,0,0,low,Yes,N,South,37.2437101,128.0664078
816,1/2/2019,JP,186,23,-3.8,35,2.3,5,-17,0,0,low,Yes,N,South,37.90426444,127.843811
817,1/3/2019,JP,160,0,-4.3,38,1.4,5,-16.5,0,0,low,Yes,N,South,37.62477661,128.3876363
818,1/3/2019,JP,130,1,-5,42,1.2,4,-15.9,0,0,low,Yes,N,South,37.56102609,128.0186095
819,1/3/2019,JP,110,2,-5.5,43,2,5,-16.1,0,0,low,Yes,N,South,37.50498811,127.696449
820,1/3/2019,JP,67,3,-6.1,45,1.3,4,-16.1,0,0,low,Yes,N,South,37.69540593,128.2102878
821,1/3/2019,JP,43,4,-6.1,45,2.3,5,-16.1,0,0,low,Yes,N,South,37.27346353,127.851321
822,1/3/2019,JP,67,5,-6.4,47,2.4,4,-15.8,0,0,low,Yes,N,South,37.97490438,128.4814924
823,1/3/2019,JP,137,6,-6.7,48,2.4,4,-15.9,0,0,low,Yes,N,South,37.07177692,127.8589286
824,1/3/2019,JP,308,7,-6.9,48,2.4,4,-16,0,0,low,Yes,N,South,37.1914105,127.6586928
825,1/3/2019,JP,670,8,-7,49,1.5,4,-15.9,0,0,low,Yes,N,South,37.37041221,127.6978249
826,1/3/2019,JP,342,9,-6.8,44,1.7,4,-17,0.16,0,low,Yes,N,South,37.3416023,128.4519448
827,1/3/2019,JP,213,10,-5.6,38,2.9,4,-17.6,0.55,0,low,Yes,N,South,37.76823755,127.5156736
828,1/3/2019,JP,267,11,-4.5,36,3.2,4,-17.3,0.77,0,low,Yes,N,South,37.20141974,128.338236
829,1/3/2019,JP,297,12,-3.4,32,3.1,4,-17.7,1.02,0,low,Yes,N,South,37.35968331,128.3030604
830,1/3/2019,JP,279,13,-2.2,31,2.3,4,-17,1.13,0,low,Yes,N,South,37.78936955,127.84394
831,1/3/2019,JP,270,14,-1.5,30,2.8,4,-16.8,1.1,0,low,Yes,N,South,37.95648276,127.5300021
832,1/3/2019,JP,286,15,-1.1,29,2.8,4,-16.9,0.96,0,low,Yes,N,South,37.08824445,127.5772249
833,1/3/2019,JP,299,16,-0.4,30,2,5,-15.9,0.62,0,low,Yes,N,South,37.18339873,127.7095991
834,1/3/2019,JP,382,17,-1.9,35,1.8,5,-15.3,0.25,0,low,Yes,N,South,37.87957698,127.9918906
835,1/3/2019,JP,637,18,-3.1,39,2.1,5,-15.1,0,0,low,Yes,N,South,37.23710823,128.4814709
836,1/3/2019,JP,431,19,-3.7,41,2,5,-15,0,0,low,Yes,N,South,37.22491875,127.8423687
837,1/3/2019,JP,294,20,-3.9,44,2.5,5,-14.3,0,0,low,Yes,N,South,37.09840787,128.4352019
838,1/3/2019,JP,335,21,-4.3,47,2.8,4,-13.9,0,0,low,Yes,N,South,37.80421075,128.2749913
839,1/3/2019,JP,291,22,-5.2,53,1.3,4,-13.3,0,0,low,Yes,N,South,37.92487026,128.4572456
840,1/3/2019,JP,197,23,-5.9,54,0.8,4,-13.7,0,0,low,Yes,N,South,37.80925278,128.4413838
841,1/4/2019,JP,159,0,-6.3,54,1.4,4,-14.1,0,0,low,Yes,N,South,37.00427882,128.0137501
842,1/4/2019,JP,150,1,-6.9,56,2.3,4,-14.2,0,0,low,Yes,N,South,37.33300049,128.2864122
843,1/4/2019,JP,123,2,-7.3,57,2,4,-14.3,0,0,low,Yes,N,South,37.50853473,127.7137499
844,1/4/2019,JP,57,3,-7.4,54,1.7,4,-15.1,0,0,low,Yes,N,South,37.27498106,127.8058953
845,1/4/2019,JP,38,4,-7.5,55,1.3,4,-15,0,0,low,Yes,N,South,37.51442979,128.1903163
846,1/4/2019,JP,66,5,-7.6,49,1.3,5,-16.4,0,0,low,Yes,N,South,37.97542333,127.8048296
847,1/4/2019,JP,120,6,-7.6,47,2.3,5,-16.9,0,0,low,Yes,N,South,37.68398926,128.3178193
848,1/4/2019,JP,302,7,-8.1,51,0.5,4,-16.4,0,0,low,Yes,N,South,37.15081252,127.9826277
849,1/4/2019,JP,646,8,-8.6,55,0.6,4,-16,0,0,low,Yes,N,South,37.94436287,128.3807497
850,1/4/2019,JP,340,9,-7.9,48,1.2,4,-17,0.14,0,low,Yes,N,South,37.08109874,127.5746274
851,1/4/2019,JP,197,10,-6.4,43,1,4,-16.9,0.43,0,low,Yes,N,South,37.06761888,128.439092
852,1/4/2019,JP,264,11,-4.4,40,0.8,4,-16,0.69,0,low,Yes,N,South,37.17906093,127.9264469
853,1/4/2019,JP,290,12,-2.9,33,0.9,4,-16.9,0.92,0,low,Yes,N,South,37.79312643,127.5118993
854,1/4/2019,JP,284,13,-2,32,1,4,-16.5,0.91,0,low,Yes,N,South,37.60180249,127.9971978
855,1/4/2019,JP,262,14,-0.8,32,1.4,4,-15.4,0.78,0,low,Yes,N,South,37.66159119,127.6805332
856,1/4/2019,JP,281,15,-1.2,31,0.8,4,-16.2,0.47,0,low,Yes,N,South,37.47644142,127.9823207
857,1/4/2019,JP,309,16,-1.4,34,1.8,4,-15.2,0.3,0,low,Yes,N,South,37.94731353,127.7936905
858,1/4/2019,JP,397,17,-2.1,37,1.4,4,-14.8,0.09,0,low,Yes,N,South,37.01424028,127.5077087
859,1/4/2019,JP,603,18,-2.6,38,1.4,4,-14.9,0,0,low,Yes,N,South,37.3238659,127.5701666
860,1/4/2019,JP,417,19,-2.7,39,1.4,4,-14.7,0,0,low,Yes,N,South,37.39087469,128.0893825
861,1/4/2019,JP,311,20,-2.8,39,1.7,4,-14.8,0,0,low,Yes,N,South,37.82067991,127.8046979
862,1/4/2019,JP,310,21,-3.1,41,2,4,-14.5,0,0,low,Yes,N,South,37.6362979,128.3854797
863,1/4/2019,JP,306,22,-3.6,46,1.3,4,-13.5,0,0,low,Yes,N,South,37.44423804,127.5949597
864,1/4/2019,JP,221,23,-4,48,1.5,4,-13.4,0,0,low,Yes,N,South,37.2630825,127.6168049
865,1/5/2019,JP,202,0,-4.7,52,1.8,4,-13,0,0,low,Yes,N,South,37.69541291,128.3611403
866,1/5/2019,JP,170,1,-5.1,51,1.5,4,-13.6,0,0,low,Yes,N,South,37.19021652,127.5564831
867,1/5/2019,JP,118,2,-5.3,52,1.6,4,-13.6,0,0,low,Yes,N,South,37.21443527,128.3008643
868,1/5/2019,JP,67,3,-5.5,56,1.1,4,-12.9,0,0,low,Yes,N,South,37.16353185,128.4417753
869,1/5/2019,JP,47,4,-5.1,55,1.7,4,-12.7,0,0,low,Yes,N,South,37.64691882,127.8577482
870,1/5/2019,JP,75,5,-5.1,55,1.5,4,-12.7,0,0,low,Yes,N,South,37.98364315,127.5446734
871,1/5/2019,JP,123,6,-5.1,54,1.3,4,-12.9,0,0,low,Yes,N,South,37.88731255,127.5413691
872,1/5/2019,JP,327,7,-5.3,53,1.1,4,-13.4,0,0,low,Yes,N,South,37.70293714,128.1959797
873,1/5/2019,JP,665,8,-5.3,51,1,4,-13.8,0,0,low,Yes,N,South,37.03974579,127.6226855
874,1/5/2019,JP,354,9,-4.7,49,1.2,4,-13.8,0.12,0,low,Yes,N,South,37.1571464,128.1635623
875,1/5/2019,JP,232,10,-3.3,50,1.3,4,-12.2,0.4,0,low,Yes,N,South,37.15680244,128.4105038
876,1/5/2019,JP,308,11,-0.7,45,1.5,4,-11.1,0.76,0,low,Yes,N,South,37.9494898,127.6519928
877,1/5/2019,JP,362,12,-0.3,45,2.2,3,-10.8,1.01,0,low,Yes,N,South,37.05726662,127.5251463
878,1/5/2019,JP,312,13,0.9,43,2,3,-10.2,0.98,0,low,Yes,N,South,37.39799625,127.6218101
879,1/5/2019,JP,343,14,1.4,41,2,3,-10.4,0.99,0,low,Yes,N,South,37.3964626,127.8221473
880,1/5/2019,JP,333,15,1.5,34,2.8,4,-12.6,0.84,0,low,Yes,N,South,37.0058623,127.8909731
881,1/5/2019,JP,329,16,1,34,2.9,5,-13.1,0.61,0,low,Yes,N,South,37.80620472,128.4048102
882,1/5/2019,JP,446,17,-0.6,45,3.3,4,-11,0.24,0,low,Yes,N,South,37.17011504,128.0244314
883,1/5/2019,JP,635,18,-1.8,44,2.2,4,-12.4,0.01,0,low,Yes,N,South,37.70912507,127.6171109
884,1/5/2019,JP,443,19,-2.5,49,0.6,4,-11.7,0,0,low,Yes,N,South,37.01218357,127.7744849
885,1/5/2019,JP,322,20,-3.4,51,1.1,4,-12.1,0,0,low,Yes,N,South,37.61619554,127.8910975
886,1/5/2019,JP,284,21,-3.5,53,0.9,4,-11.7,0,0,low,Yes,N,South,37.81454746,128.2707426
887,1/5/2019,JP,281,22,-3.8,53,1.3,4,-12,0,0,low,Yes,N,South,37.2467348,127.675326
888,1/5/2019,JP,,23,-3.6,50,1.9,4,-12.5,0,0,low,Yes,N,South,37.1778999,127.9031569
889,1/6/2019,JP,184,0,-4.3,52,1.6,4,-12.7,0,0,low,Yes,N,South,37.46881806,127.9830763
890,1/6/2019,JP,222,1,-4.8,54,1.2,4,-12.7,0,0,low,Yes,N,South,37.19338811,128.2924319
891,1/6/2019,JP,176,2,-5.5,56,1.4,4,-12.9,0,0,low,Yes,N,South,37.31304774,127.950658
892,1/6/2019,JP,103,3,-5.6,56,1,4,-13,0,0,low,Yes,N,South,37.49322398,128.0911141
893,1/6/2019,JP,61,4,-5.9,61,1.1,4,-12.2,0,0,low,Yes,N,South,37.97963851,128.0737253
894,1/6/2019,JP,48,5,-6.1,64,1,4,-11.8,0,0,low,Yes,N,South,37.18032784,127.7247536
895,1/6/2019,JP,69,6,-6.5,67,0.7,3,-11.6,0,0,low,Yes,N,South,37.27822146,128.1628929
896,1/6/2019,JP,105,7,-6.6,65,1,4,-12,0,0,low,Yes,N,South,37.52535651,127.9286756
897,1/6/2019,JP,186,8,-6.5,62,1.1,4,-12.5,0,0,low,Yes,N,South,37.67015881,128.1056833
898,1/6/2019,JP,221,9,-5.8,49,1.4,4,-14.8,0.16,0,low,Yes,N,South,37.6945072,127.5695283
899,1/6/2019,JP,204,10,-3.5,39,2,4,-15.4,0.54,0,low,Yes,N,South,37.32829571,127.9695138
900,1/6/2019,JP,245,11,-1.6,35,2.1,4,-15.1,0.87,0,low,Yes,N,South,37.92675841,127.8783276
901,1/6/2019,JP,283,12,0,35,2.3,4,-13.6,1.07,0,low,Yes,N,South,37.63944754,127.7019384
902,1/6/2019,JP,356,13,0.9,28,2.4,4,-15.6,1.18,0,low,Yes,N,South,37.7393619,127.6713597
903,1/6/2019,JP,370,14,1.8,29,2,4,-14.3,1.14,0,low,Yes,N,South,37.1885855,128.0832769
904,1/6/2019,JP,373,15,2.3,27,2.2,4,-14.8,0.92,0,low,Yes,N,South,37.39642055,128.2979622
905,1/6/2019,JP,352,16,2.7,27,2.2,4,-14.4,0.64,0,low,Yes,N,South,37.04640464,127.5261613
906,1/6/2019,JP,354,17,1.1,31,1.7,4,-14.1,0.26,0,low,Yes,N,South,37.59879918,128.4117016
907,1/6/2019,JP,271,18,-0.6,37,1.6,4,-13.5,0.01,0,low,Yes,N,South,37.03392705,128.4400366
908,1/6/2019,JP,207,19,-1.2,37,1.2,4,-14,0,0,low,Yes,N,South,37.68605512,128.2134082
909,1/6/2019,JP,189,20,-2.1,41,1.1,4,-13.6,0,0,low,Yes,N,South,37.68437394,127.6534312
910,1/6/2019,JP,214,21,-2.5,47,0.8,4,-12.2,0,0,low,Yes,N,South,37.11910833,127.5928685
911,1/6/2019,JP,218,22,-2.6,47,1.6,4,-12.3,0,0,low,Yes,N,South,37.42067356,128.0406797
912,1/6/2019,JP,169,23,-3.2,50,0.8,4,-12.1,0,0,low,Yes,N,South,37.86087291,128.3474554
913,1/7/2019,JP,192,0,-3.8,48,0.7,4,-13.2,0,0,low,Yes,N,South,37.36556228,128.2293778
914,1/7/2019,JP,162,1,-3.9,51,0.2,4,-12.5,0,0,low,Yes,N,South,37.40951029,127.7708572
915,1/7/2019,JP,128,2,-4.4,53,0.3,4,-12.5,0,0,low,Yes,N,South,37.56675741,128.2315845
916,1/7/2019,JP,102,3,-4.8,56,0.6,4,-12.2,0,0,low,Yes,N,South,37.57153893,127.6334016
917,1/7/2019,JP,62,4,-5.1,60,0.7,4,-11.6,0,0,low,Yes,N,South,37.00361217,127.7352572
918,1/7/2019,JP,40,5,-5.6,58,0.7,4,-12.5,0,0,low,Yes,N,South,37.61789597,128.109412
919,1/7/2019,JP,38,6,-5.5,52,0.7,4,-13.8,0,0,low,Yes,N,South,37.56276181,127.9395917
920,1/7/2019,JP,60,7,-5.6,58,0.9,4,-12.5,0,0,low,Yes,N,South,37.04906509,127.9286867
921,1/7/2019,JP,122,8,-5.3,53,1.1,4,-13.4,0,0,low,Yes,N,South,37.86718508,127.6734134
922,1/7/2019,JP,143,9,-3.8,49,1.6,4,-12.9,0.18,0,low,Yes,N,South,37.68836443,127.9648148
923,1/7/2019,JP,179,10,-1.8,40,1.8,4,-13.6,0.48,0,low,Yes,N,South,37.50328624,127.8587118
924,1/7/2019,JP,214,11,0.5,35,1.4,4,-13.2,0.75,0,low,Yes,N,South,37.47940547,127.7374487
925,1/7/2019,JP,278,12,1.1,34,0.9,4,-13,0.6,0,low,Yes,N,South,37.69734863,128.2424668
926,1/7/2019,JP,265,13,1.4,34,0.8,4,-12.7,0.5,0,low,Yes,N,South,37.11252496,127.6820627
927,1/7/2019,JP,331,14,1.9,32,0.7,4,-13,0.41,0,low,Yes,N,South,37.44421504,128.1958884
928,1/7/2019,JP,368,15,2.7,31,0.9,4,-12.7,0.43,0,low,Yes,N,South,37.28463408,127.8388675
929,1/7/2019,JP,333,16,2.6,32,1,4,-12.4,0.27,0,low,Yes,N,South,37.32598162,127.7848271
930,1/7/2019,JP,349,17,2.3,33,0.2,4,-12.3,0.13,0,low,Yes,N,South,37.30936298,128.1867481
931,1/7/2019,JP,270,18,1.8,34,1.2,4,-12.4,0,0,low,Yes,N,South,37.93202669,128.3829573
932,1/7/2019,JP,246,19,1.6,35,1,4,-12.2,0,0,low,Yes,N,South,37.87104346,128.0805839
933,1/7/2019,JP,233,20,1.3,38,0.4,4,-11.4,0,0,low,Yes,N,South,37.87465153,128.2417858
934,1/7/2019,JP,236,21,1.2,39,0.6,4,-11.2,0,0,low,Yes,N,South,37.33544927,128.0928127
935,1/7/2019,JP,214,22,1.1,40,0.5,4,-11,0,0,low,Yes,N,South,37.756741,127.8379588
936,1/7/2019,JP,149,23,1.1,39,0.6,4,-11.3,0,0,low,Yes,N,South,37.01578714,128.1266769
937,1/8/2019,JP,149,0,0.9,42,1.1,4,-10.5,0,0,low,Yes,N,South,37.1748395,127.7877039
938,1/8/2019,JP,109,1,0.9,42,0.2,4,-10.5,0,0,low,Yes,N,South,37.5085768,127.5323218
939,1/8/2019,JP,77,2,0.8,42,0.5,4,-10.6,0,0,low,Yes,N,South,37.67459403,128.4227841
940,1/8/2019,JP,53,3,0.9,43,0.4,4,-10.2,0,0,low,Yes,N,South,37.96880689,128.118118
941,1/8/2019,JP,46,4,1,43,0.8,4,-10.2,0,0,low,Yes,N,South,37.8815931,128.1122312
942,1/8/2019,JP,67,5,0.8,42,1,4,-10.6,0,0,low,Yes,N,South,37.8406457,128.499946
943,1/8/2019,JP,159,6,0.8,45,0.7,4,-9.8,0,0,low,Yes,N,South,37.48894473,127.5692061
944,1/8/2019,JP,374,7,0.7,44,0.8,4,-10.1,0,0,low,Yes,N,South,37.9408317,127.961572
945,1/8/2019,JP,701,8,0.7,45,0.7,4,-9.9,0,0,low,Yes,N,South,37.99165892,127.8622848
946,1/8/2019,JP,387,9,0.8,47,0.9,3,-9.2,0.05,0,low,Yes,N,South,37.61299754,127.5509907
947,1/8/2019,JP,253,10,1.3,43,0.8,3,-9.9,0.16,0,low,Yes,N,South,37.74519033,127.70775
948,1/8/2019,JP,278,11,1.7,37,0.6,3,-11.4,0.23,0,low,Yes,N,South,37.52084221,128.0826696
949,1/8/2019,JP,356,12,2.7,33,2.7,4,-12,0.6,0,low,Yes,N,South,37.99147225,128.3200422
950,1/8/2019,JP,303,13,3,32,1.6,4,-12.1,0.38,0,low,Yes,N,South,37.53333878,127.638894
951,1/8/2019,JP,349,14,3.4,31,1.4,4,-12.1,0.36,0,low,Yes,N,South,37.61866736,127.6756992
952,1/8/2019,JP,318,15,3.9,33,1.8,4,-10.9,0.39,0,low,Yes,N,South,37.65868749,128.3866334
953,1/8/2019,JP,353,16,3.5,36,1.7,4,-10.2,0.16,0,low,Yes,N,South,37.44575098,127.7125842
954,1/8/2019,JP,385,17,2.7,50,2.8,4,-6.7,0.06,0,low,Yes,N,South,37.87392452,127.5632822
955,1/8/2019,JP,316,18,1.5,70,2.5,2,-3.3,0,0,low,Yes,N,South,37.70593891,128.486734
956,1/8/2019,JP,127,19,0.9,88,1.6,2,-0.8,0,0,low,Yes,N,South,37.35444736,128.2466326
957,1/8/2019,JP,144,20,1,89,1.9,2,-0.6,0,0,low,Yes,N,South,37.93453218,128.1551274
958,1/8/2019,JP,146,21,0.7,77,6.7,2,-2.8,0,0.9,low,Yes,N,South,37.48417315,127.5453815
959,1/8/2019,JP,149,22,0.1,68,4.6,3,-5.1,0,0,low,Yes,N,South,37.35089161,127.8058948
960,1/8/2019,JP,112,23,-0.6,62,4.2,3,-6.9,0,0,low,Yes,N,South,37.91885853,127.9305133
961,1/9/2019,JP,100,0,-1.2,67,4.6,3,-6.5,0,0,low,Yes,N,South,37.19321104,128.4900698
962,1/9/2019,JP,107,1,-1.9,69,5,3,-6.8,0,0,low,Yes,N,South,37.09827922,128.2600141
963,1/9/2019,JP,75,2,-2.9,66,3.3,4,-8.3,0,0,low,Yes,N,South,37.56500779,128.3286562
964,1/9/2019,JP,52,3,-3.4,67,3.2,4,-8.6,0,0,low,Yes,N,South,37.70468544,127.5329502
965,1/9/2019,JP,38,4,-4.3,59,4.4,4,-11.1,0,0,low,Yes,N,South,37.36815106,128.0326196
966,1/9/2019,JP,52,5,-5.1,48,3.2,4,-14.4,0,0,low,Yes,N,South,37.84637215,127.9921782
967,1/9/2019,JP,126,6,-5.6,52,3.7,4,-13.9,0,0,low,Yes,N,South,37.81071986,127.5306905
968,1/9/2019,JP,245,7,-5.9,57,3.1,4,-13,0,0,low,Yes,N,South,37.45015921,127.9747974
969,1/9/2019,JP,554,8,-6,64,3.2,4,-11.7,0,0,low,Yes,N,South,37.37552825,127.7160208
970,1/9/2019,JP,320,9,-6,61,2.5,4,-12.3,0.13,0,low,Yes,N,South,37.12567429,127.7108093
971,1/9/2019,JP,190,10,-4.8,57,3,4,-12,0.47,0,low,Yes,N,South,37.60938446,127.9782464
972,1/9/2019,JP,247,11,-3.9,51,4.5,4,-12.5,0.73,0,low,Yes,N,South,37.59736084,127.6529958
973,1/9/2019,JP,262,12,-2.7,45,2.4,4,-13,1.05,0,low,Yes,N,South,37.37793408,127.5566059
974,1/9/2019,JP,265,13,-2.6,45,4,4,-12.9,1.11,0,low,Yes,N,South,37.39758534,128.3785954
975,1/9/2019,JP,265,14,-1.8,45,3.7,4,-12.1,1.06,0,low,Yes,N,South,37.93831412,128.2417443
976,1/9/2019,JP,257,15,-2.4,51,4.6,4,-11.1,0.46,0,low,Yes,N,South,37.10517545,128.0420754
977,1/9/2019,JP,262,16,-2.4,56,3.3,4,-9.9,0.35,0,low,Yes,N,South,37.48680245,128.1011478
978,1/9/2019,JP,332,17,-2.9,66,3.6,3,-8.3,0.23,0,low,Yes,N,South,37.62369259,127.804972
979,1/9/2019,JP,558,18,-3.8,58,1.7,4,-10.8,0.01,0,low,Yes,N,South,37.20539634,127.8348234
980,1/9/2019,JP,364,19,-4.5,57,0.6,5,-11.7,0,0,low,Yes,N,South,37.82731775,127.9255782
981,1/9/2019,JP,302,20,-4.9,59,0.6,4,-11.6,0,0,low,Yes,N,South,37.18463418,128.2488334
982,1/9/2019,JP,281,21,-4.8,59,0.9,5,-11.6,0,0,low,Yes,N,South,37.38953766,127.9139179
983,1/9/2019,JP,166,22,-4.2,67,1.6,2,-9.4,0,0,low,Yes,N,South,37.91232199,127.5835456
984,1/9/2019,JP,80,23,-4.9,80,0.7,2,-7.8,0,0,low,Yes,N,South,37.13051181,127.8938573
985,1/10/2019,JP,61,0,-5.2,82,0.8,1,-7.7,0,0.5,low,Yes,N,South,37.96725972,127.6769311
986,1/10/2019,JP,78,1,-5.6,75,1.7,4,-9.3,0,0,low,Yes,N,South,37.91073182,127.7488467
987,1/10/2019,JP,63,2,-5.7,72,1.2,4,-9.9,0,0,low,Yes,N,South,37.2996507,127.6403065
988,1/10/2019,JP,40,3,-6.1,70,1.1,5,-10.6,0,0.3,low,Yes,N,South,37.52141131,128.1462671
989,1/10/2019,JP,31,4,-6.6,72,2.2,5,-10.8,0,0,low,Yes,N,South,37.15772116,127.8285605
990,1/10/2019,JP,39,5,-7.3,75,1.6,5,-10.9,0,0,low,Yes,N,South,37.5746694,128.4561165
991,1/10/2019,JP,84,6,-7.7,74,1.1,5,-11.5,0,0,low,Yes,N,South,37.45169798,128.3003596
992,1/10/2019,JP,,7,-8,70,1.8,5,-12.5,0,0,low,Yes,N,South,37.69449943,127.6322491
993,1/10/2019,JP,387,8,-7.9,67,2.6,4,-12.9,0,0,low,Yes,N,South,37.39559936,128.291419
994,1/10/2019,JP,225,9,-7.7,62,3.6,4,-13.7,0.13,0,low,Yes,N,South,37.18324625,127.7737821
995,1/10/2019,JP,150,10,-6.9,53,3.2,4,-14.8,0.52,0,low,Yes,N,South,37.81267565,127.5553014
996,1/10/2019,JP,168,11,-6.4,49,4.5,4,-15.3,0.86,0,low,Yes,N,South,37.07269656,127.7715791
997,1/10/2019,JP,217,12,-5.6,44,4.5,4,-15.9,1.1,0,low,Yes,N,South,37.61551623,127.8177337
